ticker,epochs_trained,train_r2,train_rmse,train_dir_acc,val_r2,val_rmse,val_dir_acc,test_r2,test_rmse,test_dir_acc,target_date,forecast_return
TGT,20,0.6251504749161793,0.05770805784273969,80.9040590405904,-0.486893481907537,0.10325508435656545,56.08856088560885,-0.3046480270705272,0.10443067972141794,56.25,2026-03-11,-8.35247
TSLA,41,0.9336304566918554,0.04627626713191055,91.79345320424159,-0.19354100805764518,0.1935451630700506,59.040590405904055,-0.2628434924428893,0.17828920240514035,56.25,2026-03-11,11.461139
TRV,22,0.6743535209375946,0.03544343339718041,81.74273858921161,-0.06550188143767666,0.05829691791614572,68.63468634686348,-0.17563089422976175,0.04554809280004399,56.25,2026-03-11,4.845834
JPM,33,0.9033949550409366,0.022999267975368977,89.34993084370679,-0.3097554287260358,0.056036997421284186,57.93357933579336,-0.10292909285587237,0.07051737596114858,56.25,2026-03-11,3.963399
IEX,16,0.16855370683893411,0.05747044526767691,63.57768556938681,-0.0700875809327921,0.06466823160299624,54.61254612546126,-0.09475599629685494,0.0776919242771275,56.25,2026-03-11,2.1721244
MRK,16,0.08915846719153075,0.051432266172855436,60.221504383940925,-0.3468448781422233,0.07125035412369787,51.66051660516605,-0.2576135199286329,0.09177377172941814,56.25,2026-03-11,-0.57830215
UPS,16,0.23871621753271954,0.06558934696761934,72.06085753803596,-1.2969130192984482,0.08160258907519943,48.708487084870846,-0.8377543323496837,0.11952338990689652,56.25,2026-03-11,0.25234222
WST,16,0.21599830909200413,0.07552852585620323,63.024435223605344,-0.06287259184397986,0.07267827017618493,49.815498154981555,-0.21548748907158255,0.14808764472372143,56.25,2026-03-11,0.7861495
FTV,16,0.24232413944988007,0.0681641942954063,67.60479041916167,0.02545543226842284,0.059910894491086115,64.42307692307693,-0.1976380900474075,0.06609317703835627,56.19047619047619,2026-03-11,0.36011934
HPE,16,0.17560485776731227,0.08454514215145618,68.49087893864014,-0.18170512412775763,0.11969104547202643,43.80530973451327,-0.04931106778306593,0.1263933226571244,56.14035087719298,2026-03-11,0.1666069
BMY,16,0.21007161879712555,0.06403099656438756,67.25173210161662,0.01754510441431434,0.07526403279779449,61.99261992619927,0.02098420695012726,0.07544591167286169,56.08856088560885,2026-03-11,-2.6067853
COST,20,0.7679133582193922,0.0289985450473193,85.93173431734317,0.1850075494910427,0.04891221044281456,71.58671586715867,-0.7646271321862224,0.08856843242618848,55.88235294117647,2026-03-11,0.8174777
FOX,18,0.5790682260475053,0.04694276594813234,79.34397163120568,-0.33434302352582734,0.08637464425086902,60.28368794326241,-0.9257535039180862,0.08399767649855272,55.633802816901415,2026-03-11,-1.874131
KMI,23,0.7618526231138616,0.04673349737845695,83.89478541762806,-0.7973614481412716,0.06519240750289435,50.92250922509225,-0.14158521891154363,0.05732063928625896,55.51470588235294,2026-03-11,0.04467964
HLT,20,0.5082258970726712,0.05985342880511797,78.77249653899399,-0.1722118412284761,0.046953324647505325,71.95571955719558,-0.4042376224686619,0.09079234595247893,55.51470588235294,2026-03-11,3.6177397
NDAQ,16,0.24055627879593044,0.05505374054688399,68.74135546334716,-0.2267815397542734,0.05176274578474002,59.62962962962963,0.10652045277262867,0.061936689139472055,55.35055350553506,2026-03-11,2.5070786
CI,16,0.22132687210315694,0.0673176603633465,67.58875057630244,-0.11693373665774387,0.07773704897907624,44.64944649446495,-0.002767991537715897,0.06848087798582488,55.14705882352941,2026-03-11,-1.9954145
SYY,17,0.18482680551616004,0.07559895550953714,68.41862609497464,-0.057650654128223344,0.043007361213101385,54.81481481481482,-0.10577751988170414,0.052798796046154964,55.14705882352941,2026-03-11,0.20651817
MCO,17,0.3047299188031495,0.06195818742165018,72.01475334255417,-0.08287986434698436,0.046519559037462944,64.81481481481481,-0.21857194278417413,0.07243769525206134,55.14705882352941,2026-03-11,0.9039521
C,38,0.938285498852507,0.024970201030162332,91.10189027201476,-0.5207422165660371,0.0730863055535615,66.42066420664207,-0.3919234724817524,0.1083870142094483,54.779411764705884,2026-03-11,6.1511755
GS,16,0.1341948004894341,0.07960208112768359,64.59197786998617,-1.1115210513516107,0.07902615534873285,39.11439114391143,-0.26846141840647264,0.09726638787852009,54.779411764705884,2026-03-11,7.320285
IRM,19,0.5919327249426065,0.04881378261612344,79.55699123211814,-0.6021649495357568,0.09601597700399801,57.93357933579336,-0.3571141937022122,0.11894699586381453,54.41176470588235,2026-03-11,4.7293663
WTW,17,0.27915716414097647,0.052183518340776024,68.21955719557195,0.05356920412267663,0.043114561198495764,61.254612546125465,-0.15815283326722218,0.047453297697137214,54.41176470588235,2026-03-11,0.76311827
BBY,18,0.29590723175454814,0.08493722293317311,65.92899953895804,0.2753923528158191,0.07268046233111582,68.26568265682657,-0.2909848789465701,0.10611671855059898,54.41176470588235,2026-03-11,3.7121415
BAC,16,0.22797625849801573,0.08220210304909677,68.59122401847574,-0.19815779141001655,0.06389933689406005,62.36162361623616,-0.1218210827834012,0.07471485010038434,54.41176470588235,2026-03-11,1.3199687
A,16,0.1354421257777476,0.06334518895488535,64.42085832948777,0.018415627415228397,0.07104173972056009,59.40959409594095,-0.03290678970661465,0.09106955504773162,54.41176470588235,2026-03-11,2.4493694
HUM,20,0.6519343305625538,0.047317443035654945,80.86675887505763,-0.4582966002326174,0.13610563246608443,40.959409594095945,0.0008233747661027246,0.13191236685943522,54.41176470588235,2026-03-11,13.186132
AXON,18,0.5011630555160407,0.09971453059451107,76.01476014760148,-0.4583941179391491,0.14115197132765123,61.99261992619927,-0.49890618510328744,0.17917070342890865,54.04411764705882,2026-03-11,6.3175917
NEM,16,0.2517506503333924,0.08850658503267331,65.12915129151291,-0.00886370361435418,0.1159073407684145,46.86346863468634,-1.1554970227358727,0.115574142773119,54.04411764705882,2026-03-11,7.328737
NVDA,17,0.38286735807795524,0.10611457785567753,78.09040590405904,-0.34347985807601966,0.15731047528803643,50.92250922509225,-0.9314375943537829,0.14680618399278972,53.67647058823529,2026-03-11,0.22107363
ODFL,17,0.3765500435953749,0.0661712754857994,75.21919704660822,-0.019856827677571243,0.09214302979458909,53.874538745387454,0.1277170591361496,0.08946339789344208,53.67647058823529,2026-03-11,-5.0287304
V,16,0.1766575621814679,0.05104707718257755,70.61808118081181,-0.08570849689251481,0.04151854200452572,60.51660516605166,-0.14918327635757378,0.05701394912176358,53.67647058823529,2026-03-11,4.3828607
DHR,16,0.08081566118340866,0.0772697953070505,66.26672819566221,-0.01668476094251825,0.06245504669511402,54.24354243542435,-0.08929591879958543,0.07423997150037784,53.50553505535055,2026-03-11,3.4920335
LIN,40,0.9130590576943611,0.017935265322667957,91.87066974595844,-0.0006536563970425124,0.04682195411489888,71.11111111111111,-0.7486797069589497,0.06406900745031352,53.30882352941176,2026-03-11,-7.407522
